Unnamed: 0,QUANTIDADE,SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA,Concentração,Volumes,Unidades,Medida
127,1,CEFTAZIDIMA,05.439.635/0001-03,ANTIBIÓTICOS DO BRASIL LTDA,501314070018603,1556200060190,7898564760613,    -     ,    -     ,KEFADIM,1 G PO SOL INJ CX 50 FA VD TRANS TIPO I,J1D2 - CEFALOSPORINAS INJETÁVEIS,Similar,Regulado,"1676,02","1676,02","1904,57","2019,30","2019,30","2031,54","2031,54","2043,93","2043,93","2095,03",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),1 G ,CX,50,
128,1,CEFTAZIDIMA PENTAIDRATADA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521070034417,1004102080011,7899498608934,    -     ,    -     ,CEFTAFOR,1 G PO SOL INJ IM IV  CX 50 FA VD TRANS X 14ML,J1D2 - CEFALOSPORINAS INJETÁVEIS,Similar,Regulado,"1711,50","1711,50","1944,89","2062,05","2062,05","2074,55","2074,55","2087,19","2087,19","2139,38",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),1 G ,CX,50,14ML
129,1,CEFTAZIDIMA PENTAIDRATADA,33.258.401/0001-03,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA,513400902153417,1006301380036,7897406110999,    -     ,    -     ,CEFAZIMA,1 G PO SOL INJ CX 50 FA VD TRANS,J1D2 - CEFALOSPORINAS INJETÁVEIS,Similar,Regulado,"579,26","579,26","658,25","697,90","697,90","702,13","702,13","706,41","706,41","724,08",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),1 G ,CX,50,
131,1,CLORIDRATO DE DEXTROCETAMINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506707701156417,1029802130015,7896676405118,    -     ,    -     ,KETAMIN,50 MG/ML SOL INJ IM/IV CX 5 FA VD TRANS X 10 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Similar,Regulado,"360,34","360,34","409,48","434,14","434,14","436,78","436,78","439,44","439,44","450,43",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),50 MG/ML ,CX,5,10 ML
133,1,CLORIDRATO DE DEXTROCETAMINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506715010055303,1029802130041,7896676425901,    -     ,    -     ,KETAMIN,50 MG/ML SOL INJ IM/IV CX 25 FA VD TRANS X 10 ML (EMB HOSP),N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Similar,Regulado,"1654,27","1654,27","1879,85","1993,10","1993,10","2005,18","2005,18","2017,40","2017,40","2067,84",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),50 MG/ML ,CX,25,10 ML
135,1,CLORIDRATO DE DEXTROCETAMINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506716040062203,1029802130066,7896676430288,    -     ,    -     ,KETAMIN,50 MG/ML SOL INJ IM/IV CX 5 FA VD AMB X 10 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Similar,Regulado,"330,87","330,87","375,99","398,64","398,64","401,05","401,05","403,50","403,50","413,59",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),50 MG/ML ,CX,5,10 ML
137,1,CLORIDRATO DE DEXTROCETAMINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506716040062403,1029802130082,7896676430295,    -     ,    -     ,KETAMIN,50 MG/ML SOL INJ IM/IV CX 50 FA VD AMB X 10 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Similar,Regulado,"3308,57","3308,57","3759,74","3986,23","3986,23","4010,39","4010,39","4034,84","4034,84","4135,71",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),50 MG/ML ,CX,50,10 ML
139,1,CLORIDRATO DE DEXTROCETAMINA,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506716040062303,1029802130104,7896676429350,    -     ,    -     ,KETAMIN,50 MG/ML SOL INJ IM/IV CX 25 FA VD AMB X 10 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Similar,Regulado,"1580,57","1580,57","1796,10","1904,30","1904,30","1915,84","1915,84","1927,52","1927,52","1975,71",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),50 MG/ML ,CX,25,10 ML
150,1,CIPROFLOXACINO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509515110030006,1004101530143,7899498607784,    -     ,    -     ,CIPROFLOXACINO,"2,0 MG/ML SOL INJ IV CT BOLS PLAS PVC TRANS SIST FEC X 100 ML",J1G2 - FLUORQUINOLONAS INJETÁVEIS,Genérico,Regulado,"80,01","80,01","90,92","96,40","96,40","96,98","96,98","97,57","97,57","100,01",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"2,0 MG/ML ",,,100 ML
152,1,CIPROFLOXACINO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509515110030206,1004101530161,7899498607807,    -     ,    -     ,CIPROFLOXACINO,"2,0 MG/ML SOL INJ IV CT 80 BOLS PLAS PVC TRANS SIST FEC X 100 ML",J1G2 - FLUORQUINOLONAS INJETÁVEIS,Genérico,Regulado,"6402,91","6402,91","7276,04","7714,35","7714,35","7761,10","7761,10","7808,43","7808,43","8003,64",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"2,0 MG/ML ",CT,80,100 ML
154,1,CIPROFLOXACINO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509503603150415,1004199400103,7897947708860,    -     ,    -     ,FRESOFLOX,"2,0 MG/ML SOL INJ IV CT BOLS PLAS PVC TRANS SIST FEC X 100 ML",J1G2 - FLUORQUINOLONAS INJETÁVEIS,Similar,Regulado,"102,92","102,92","116,95","124,00","124,00","124,75","124,75","125,51","125,51","128,65",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"2,0 MG/ML ",,,100 ML
157,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511203201156410,1031100740052,7896727841438,    -     ,    -     ,HIFLOXAN,2 MG/ML SOL INJ IV ENV PLAS BOLS PVC TRANS SIST FECH X 100 ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Similar,Regulado,"96,05","96,05","109,15","115,72","115,72","116,42","116,42","117,13","117,13","120,06",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),2 MG/ML ,,,100 ML
159,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220010039807,1031100740095,7896727870216,    -     ,    -     ,HIFLOXAN,2 MG/ML SOL INJ IV CX 60 ENV PLAS BOLS PLAS TRANS SIST FECH X 100ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Similar,Regulado,"3573,25","3573,25","4060,51","4305,12","4305,12","4331,21","4331,21","4357,62","4357,62","4466,56",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),2 MG/ML ,CX,60,100ML
161,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511217090034103,1031100740117,7896727869326,    -     ,    -     ,HIFLOXAN,2 MG/ML SOL INJ IV CX 70 ENV PLAS BOLS PVC TRANS SIST FECH X 100 ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Similar,Regulado,"5187,55","5187,55","5894,95","6250,06","6250,06","6287,94","6287,94","6326,28","6326,28","6484,44",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),2 MG/ML ,CX,70,100 ML
163,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220010040007,1031100740133,7896727870230,    -     ,    -     ,HIFLOXAN,2 MG/ML SOL INJ IV ENV PLAS BOLS PLAS TRANS SIST FECH X 100ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Similar,Regulado,"65,06","65,06","73,93","78,39","78,39","78,86","78,86","79,34","79,34","81,33",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),2 MG/ML ,,,100ML
165,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511204701152110,1031101200019,7896727845030,    -     ,    -     ,CIPROFLOXACINO,2 MG/ML SOL INJ IV ENV PLAS BOLS PVC TRANS SIST FECH X 100 ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Genérico,Regulado,"80,02","80,02","90,93","96,41","96,41","96,99","96,99","97,59","97,59","100,03","110,62","125,71","133,28","133,28","134,08","134,08","134,91","134,91","138,29",Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),2 MG/ML ,,,100 ML
167,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511217090034306,1031101200051,7896727869173,    -     ,    -     ,CIPROFLOXACINO,2 MG/ML SOL INJ IV  CX 70 ENV PLAS BOLS PVC TRANS SIST FECH X 100 ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Genérico,Regulado,"5187,55","5187,55","5894,95","6250,06","6250,06","6287,94","6287,94","6326,28","6326,28","6484,44",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),2 MG/ML ,CX,70,100 ML
169,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220020040207,1031101200078,7896727869982,    -     ,    -     ,CIPROFLOXACINO,2 MG/ML SOL INJ IV CX 60 ENV PLAS BOLS PLAS TRANS SIST FECH X 100ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Genérico,Regulado,"3781,46","3781,46","4297,12","4555,97","4555,97","4583,59","4583,59","4611,54","4611,54","4726,83",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),2 MG/ML ,CX,60,100ML
171,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220020040307,1031101200094,7896727870001,    -     ,    -     ,CIPROFLOXACINO,2 MG/ML SOL INJ IV ENV PLAS BOLS PLAS TRANS SIST FECH X 100ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Genérico,Regulado,"63,03","63,03","71,63","75,94","75,94","76,40","76,40","76,87","76,87","78,79",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),2 MG/ML ,,,100ML
173,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511218120036417,1031101510018,7898361700447,    -     ,    -     ,CIPROBACTER,2MG/ML SOL INFUS IV ENV AL BOLS PLAS PEBD TRANS SIST FECH X 100 ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Similar,Regulado,"80,07","80,07","90,99","96,47","96,47","97,05","97,05","97,65","97,65","100,09",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),2MG/ML ,,,100 ML
175,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511218120036517,1031101510034,7898361701574,    -     ,    -     ,CIPROBACTER,2MG/ML SOL INFUS IV CX 60 ENV AL BOLS PLAS PEBD TRANS SIST FECH X 100 ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Similar,Regulado,"4616,06","4616,06","5245,52","5561,52","5561,52","5595,22","5595,22","5629,34","5629,34","5770,08",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),2MG/ML ,CX,60,100 ML
177,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511219020038617,1031101550011,7898361700270,    -     ,    -     ,CIPROFLOXACINO,2 MG/ML SOL INFUS IV ENV AL BOLS PLAS PEBD TRANS SIST FECH X 100 ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Genérico,Regulado,"77,07","77,07","87,58","92,86","92,86","93,42","93,42","93,99","93,99","96,34",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),2 MG/ML ,,,100 ML
179,1,CIPROFLOXACINO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511219020038717,1031101550036,7898361701505,    -     ,    -     ,CIPROFLOXACINO,2 MG/ML SOL INFUS IV CX 60 ENV AL BOLS PLAS PEBD TRANS SIST FECH X 100 ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Genérico,Regulado,"4573,62","4573,62","5197,30","5510,38","5510,38","5543,78","5543,78","5577,58","5577,58","5717,03",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),2 MG/ML ,CX,60,100 ML
181,1,CIPROFLOXACINO,17.174.657/0001-78,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,511817050010504,1038700420021,7898122912645,    -     ,    -     ,HYPOFLOX,2 MG/ML SOL INJ CT BOLS PLAS TRANS X 100 ML ,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Similar,Regulado,"72,39","72,39","82,26","87,22","87,22","87,75","87,75","88,28","88,28","90,49",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,2 MG/ML ,,,100 ML
182,1,CIPROFLOXACINO,17.174.657/0001-78,HYPOFARMA - INSTITUTO DE HYPODERMIA E FARMÁCIA LTDA,511820120011707,1038700420048,7898122914564,    -     ,    -     ,HYPOFLOX,2 MG/ML SOL INJ CT ENV AL/PLAS BOLS PLAS TRANS X 100 ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Similar,Regulado,"72,39","72,39","82,26","87,22","87,22","87,75","87,75","88,28","88,28","90,49",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja -(*),2 MG/ML ,,,100 ML
183,1,CIPROFLOXACINO,02.281.006/0001-00,ISOFARMA INDUSTRIAL FARMACÊUTICA LTDA,514301401154116,1517000170013,7898361700270,    -     ,    -     ,CIPROFLOXACINO,2 MG/ML SOL INJ IV ENV AL BOLS PLAS TRANS SIST FECH X 100 ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Genérico,Regulado,"74,98","74,98","85,20","90,34","90,34","90,88","90,88","91,44","91,44","93,73",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,2 MG/ML ,,,100 ML
185,1,CIPROFLOXACINO,02.281.006/0001-00,ISOFARMA INDUSTRIAL FARMACÊUTICA LTDA,514301901157416,1517000190014,7898361700447,    -     ,    -     ,CIPROBACTER,2MG/ML SOL INJ ENV AL BOLS PLAS TRANS SIST FECH X 100 ML,J1G2 - FLUORQUINOLONAS INJETÁVEIS,Similar,Regulado,"74,98","74,98","85,20","90,34","90,34","90,88","90,88","91,44","91,44","93,73",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),2MG/ML ,,,100 ML
188,1,CIPROFLOXACINO,18.459.628/0001-15,BAYER S.A.,538915100024917,1705601030304,7891106006897,    -     ,    -     ,CIPRO,"0,2% SOL INJ ENV AL BOLS PO X 100 ML ( REST HOSP) ",J1G2 - FLUORQUINOLONAS INJETÁVEIS,Novo,Regulado,"125,49","125,49","142,60","151,19","151,19","152,11","152,11","153,04","153,04","156,86",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"0,2% ",,,100 ML
326,1,CLORETO DE SÓDIO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509505506152413,1004100980102,7897947706491,    -     ,    -     ,CLORETO DE SÓDIO,9 MG/ML SOL INJ IV CX FR PLAS TRANS SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"5,60","5,60","6,36","6,75","6,75","6,79","6,79","6,83","6,83","7,00",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,9 MG/ML ,,,500 ML
334,1,CLORETO DE SÓDIO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508030401159411,1004310470021,7898919447435,    -     ,    -     ,"CLORETO DE SÓDIO 0,9%",9 MG/ML SOL INJ IV CX FA PP TRANS SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"5,66","5,66","6,43","6,82","6,82","6,86","6,86","6,90","6,90","7,08",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,9 MG/ML ,,,500 ML
337,1,CLORETO DE SÓDIO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508030407157410,1004310470054,7898919447626,    -     ,    -     ,"CLORETO DE SÓDIO 0,9%",9 MG/ML SOL INJ IV CX BOLS PP TRANS SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"5,66","5,66","6,43","6,82","6,82","6,86","6,86","6,90","6,90","7,08",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,9 MG/ML ,,,500 ML
344,1,CLORETO DE SÓDIO,31.673.254/0001-02,LABORATÓRIOS B. BRAUN S/A,520901503157311,1008500350117,7891543000076,    -     ,    -     ,SOLUÇÃO DE CLORETO DE SODIO B.BRAUN,9 MG/ML SOL INJ IV CX 20 FA PLAS TRANS SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"113,22","113,22","128,66","136,41","136,41","137,24","137,24","138,07","138,07","141,53",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,9 MG/ML ,CX,20,500 ML
351,1,CLORETO DE SÓDIO,21.561.931/0003-09,LABORATÓRIO SANOBIOL LTDA,520100903157415,1013900190091,7898153651964,    -     ,    -     ,"SOLUÇÃO FISIOLÓGICA A 0,9%",9 G/L SOL INJ IV CX 20 BOLS PLAS SIST FECH X 500 ML ,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"107,97","107,97","122,69","130,08","130,08","130,87","130,87","131,67","131,67","134,96",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,9 G/L ,CX,20,500 ML
354,1,CLORETO DE SÓDIO,21.561.931/0003-09,LABORATÓRIO SANOBIOL LTDA,520101102158411,1013900190156,7898153652336,    -     ,    -     ,"SOLUÇÃO FISIOLÓGICA A 0,9%",9 G/L SOL INJ IV CX 20 FR PLAS TRANS SIST FECH X 500 ML ,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"96,23","96,23","109,35","115,94","115,94","116,64","116,64","117,35","117,35","120,29",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,9 G/L ,CX,20,500 ML
359,1,CLORETO DE SÓDIO,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506721020090217,1029805400031,7896676436648,    -     ,    -     ,"SOLUÇÃO FISIOLÓGICA A 0,9%",9 G/L SOL INJ IV CX 20 BOLS PLAS SIST FECH X 500 ML ,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"107,97","107,97","122,69","130,08","130,08","130,87","130,87","131,67","131,67","134,96",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),9 G/L ,CX,20,500 ML
362,1,CLORETO DE SÓDIO,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506721020090517,1029805400080,7896676436600,    -     ,    -     ,"SOLUÇÃO FISIOLÓGICA A 0,9%",9 G/L SOL INJ IV CX 20 FR PLAS TRANS SIST FECH X 500 ML ,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"96,23","96,23","109,35","115,94","115,94","116,64","116,64","117,35","117,35","120,29",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),9 G/L ,CX,20,500 ML
371,1,CLORETO DE SÓDIO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511214090028103,1031100111233,7896727801050,    -     ,    -     ,CLORETO DE SÓDIO,9 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"5,49","5,49","6,24","6,61","6,61","6,65","6,65","6,70","6,70","6,86",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,9 MG/ML ,,,500 ML
378,1,CLORETO DE SÓDIO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511216110031703,1031100111691,7896727841315,    -     ,    -     ,CLORETO DE SÓDIO,9 MG/ML SOL INJ IV CX 30 BOLS PP TRANS SIST FECH X 500 ML ,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"162,20","162,20","184,32","195,42","195,42","196,61","196,61","197,80","197,80","202,75",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,9 MG/ML ,CX,30,500 ML
385,1,CLORETO DE SÓDIO,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503301204159417,1034600030172,7898170783075,    -     ,    -     ,CLORETO DE SÓDIO BEKER,9 MG/ML SOL INFUS IV CX 24 BOLS PLAS PVC TRANS SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"135,16","135,16","153,59","162,84","162,84","163,83","163,83","164,83","164,83","168,95",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),9 MG/ML ,CX,24,500 ML
391,1,CLORETO DE SÓDIO,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503317120007903,1034600030288,7898170784362,    -     ,    -     ,CLORETO DE SÓDIO BEKER,9 MG/ML SOL INFUS IV CX 24 BOLS PLAS PP TRANS SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"135,16","135,16","153,59","162,84","162,84","163,83","163,83","164,83","164,83","168,95",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),9 MG/ML ,CX,24,500 ML
397,1,CLORETO DE SÓDIO,55.972.087/0001-50,JP INDUSTRIA FARMACEUTICA S/A,514901404154417,1049100180173,7896137650422,    -     ,    -     ,JP FISIOLÓGICO,9 MG/ML SOL INJ IV CX 20 BOLS PVC SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"107,83","107,83","122,53","129,92","129,92","130,70","130,70","131,50","131,50","134,79",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,9 MG/ML ,CX,20,500 ML
399,1,CLORETO DE SÓDIO,55.972.087/0001-50,JP INDUSTRIA FARMACEUTICA S/A,514901405150415,1049100180254,7896137607426,    -     ,    -     ,JP FISIOLÓGICO,9 MG/ML SOL INJ IV CX 24 FR PE TRANS SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"129,41","129,41","147,06","155,92","155,92","156,86","156,86","157,82","157,82","161,76",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,9 MG/ML ,CX,24,500 ML
403,1,CLORETO DE SÓDIO,55.972.087/0001-50,JP INDUSTRIA FARMACEUTICA S/A,514918060010303,1049100700037,7896137600427,    -     ,    -     ,CLORETO DE SÓDIO JP FISIOLÓGICO,9 MG/ML SOL INJ IV CX 20 BOLS PVC SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"107,83","107,83","122,53","129,92","129,92","130,70","130,70","131,50","131,50","134,79",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),9 MG/ML ,CX,20,500 ML
415,1,CLORETO DE SÓDIO,49.351.786/0002-61,BAXTER HOSPITALAR LTDA,503205805155412,1068300690198,7898008410142,    -     ,    -     ,CLORETO DE SÓDIO - BAXTER,9 MG/ML SOL INJ IV BOLS PLAS PVC TRANS SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"5,66","5,66","6,43","6,82","6,82","6,86","6,86","6,90","6,90","7,08",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),9 MG/ML ,,,500 ML
422,1,CLORETO DE SÓDIO,88.610.555/0001-04,INDUSTRIA FARMACEUTICA BASA LTDA,512601203157419,1072502940071,17896032000551,    -     ,    -     ,"CLORETO DE SÓDIO 0,9% BASA",9 MG/ML SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"118,15","118,15","134,26","142,35","142,35","143,21","143,21","144,09","144,09","147,69","163,34","185,61","196,79","196,79","197,98","197,98","199,20","199,20","204,17",Não,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,9 MG/ML ,CX,24,500 ML
430,1,CLORETO DE SÓDIO,06.628.333/0001-46,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,508300711155411,1108500010193,7898166041400,    -     ,    -     ,CLORETO DE SODIO,9 MG/ML SOL INJ IV CX 24 FR PLAS TRANS PE SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"135,85","135,85","154,38","163,67","163,67","164,67","164,67","165,67","165,67","169,81",,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,9 MG/ML ,CX,24,500 ML
434,1,CLORETO DE SÓDIO,58.635.830/0001-75,FARMARIN INDUSTRIA E COMERCIO LTDA,508619020010204,1168800310056,7898179363308,    -     ,    -     ,SOLUÇÃO FISIOLÓGICA,9 MG/ML SOL INFUS IV CX FR PLAS PEBD TRANS SIST FECH X 500 ML,K1B1 - SOLUÇÕES DE CLORETO SÓDIO,Específico,Regulado,"4,86","5,44","6,29","6,72","5,85","6,77","5,89","6,82","5,92","7,01",,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,9 MG/ML ,,,500 ML
